"","x"
"1666",0.009903
"1667",0.009912
"1668",0.009913
"1669",0.009913
"1670",0.009916
"1671",0.009926
"1672",0.009934
"1673",0.009939
"1674",0.00994
"1675",0.009942
"1676",0.009951
"1677",0.009951
"1678",0.009962
"1679",0.009965
"1680",0.009972
"1681",0.009975
"1682",0.009984
"1683",0.009991
"1684",0.009992
"1685",0.010001
"1686",0.010002
"1687",0.010002
"1688",0.010003
"1689",0.010019
"1690",0.010025
"1691",0.010026
"1692",0.010034
"1693",0.010034
"1694",0.01004
"1695",0.010041
"1696",0.010048
"1697",0.010055
"1698",0.010059
"1699",0.010062
"1700",0.010076
"1701",0.010078
"1702",0.010079
"1703",0.010092
"1704",0.010094
"1705",0.010095
"1706",0.0101
"1707",0.010101
"1708",0.010102
"1709",0.010103
"1710",0.010106
"1711",0.010111
"1712",0.010112
"1713",0.010115
"1714",0.010116
"1715",0.010117
"1716",0.010118
"1717",0.010119
"1718",0.01012
"1719",0.010134
"1720",0.01014
"1721",0.010149
"1722",0.010151
"1723",0.010152
"1724",0.010159
"1725",0.010166
"1726",0.010166
"1727",0.010168
"1728",0.010172
"1729",0.010172
"1730",0.010174
"1731",0.010178
"1732",0.010184
"1733",0.010184
"1734",0.010195
"1735",0.010196
"1736",0.010226
"1737",0.010228
"1738",0.010232
"1739",0.010233
"1740",0.010234
"1741",0.010245
"1742",0.010252
"1743",0.010257
"1744",0.010262
"1745",0.010266
"1746",0.010272
"1747",0.010274
"1748",0.010277
"1749",0.010278
"1750",0.010283
"1751",0.010314
"1752",0.010316
"1753",0.01033
"1754",0.010338
"1755",0.01034
"1756",0.010355
"1757",0.010359
"1758",0.010369
"1759",0.010382
"1760",0.010384
"1761",0.010386
"1762",0.010387
"1763",0.0104
"1764",0.010409
"1765",0.01041
"1766",0.010419
"1767",0.010422
"1768",0.010423
"1769",0.010426
"1770",0.010431
"1771",0.010434
"1772",0.010442
"1773",0.010447
"1774",0.010451
"1775",0.010454
"1776",0.01046
"1777",0.010462
"1778",0.010465
"1779",0.010466
"1780",0.010466
"1781",0.010475
"1782",0.010475
"1783",0.010476
"1784",0.010482
"1785",0.010486
"1786",0.0105
"1787",0.010501
"1788",0.010502
"1789",0.010521
"1790",0.010524
"1791",0.010535
"1792",0.010543
"1793",0.010548
"1794",0.010548
"1795",0.010554
"1796",0.010557
"1797",0.010558
"1798",0.01056
"1799",0.010566
"1800",0.010569
"1801",0.01057
"1802",0.010571
"1803",0.010597
"1804",0.010613
"1805",0.010623
"1806",0.010628
"1807",0.01063
"1808",0.010632
"1809",0.010636
"1810",0.010636
"1811",0.010636
"1812",0.010668
"1813",0.010671
"1814",0.010674
"1815",0.010675
"1816",0.010675
"1817",0.010676
"1818",0.010681
"1819",0.010682
"1820",0.010687
"1821",0.010689
"1822",0.010697
"1823",0.010706
"1824",0.010709
"1825",0.010712
"1826",0.010716
"1827",0.010722
"1828",0.010731
"1829",0.010734
"1830",0.010736
"1831",0.010743
"1832",0.010753
"1833",0.010758
"1834",0.010758
"1835",0.01076
"1836",0.010764
"1837",0.010767
"1838",0.010769
"1839",0.01077
"1840",0.010775
"1841",0.010777
"1842",0.010777
"1843",0.010794
"1844",0.010798
"1845",0.0108
"1846",0.010804
"1847",0.010811
"1848",0.010815
"1849",0.010825
"1850",0.010825
"1851",0.010839
"1852",0.01084
"1853",0.010841
"1854",0.01085
"1855",0.01085
"1856",0.010856
"1857",0.010856
"1858",0.010861
"1859",0.010863
"1860",0.010866
"1861",0.010867
"1862",0.010868
"1863",0.01087
"1864",0.010871
"1865",0.010874
"1866",0.010891
"1867",0.010892
"1868",0.010897
"1869",0.010904
"1870",0.010908
"1871",0.010912
"1872",0.010918
"1873",0.010925
"1874",0.010934
"1875",0.010935
"1876",0.010936
"1877",0.010936
"1878",0.010938
"1879",0.010938
"1880",0.010939
"1881",0.01094
"1882",0.010946
"1883",0.010947
"1884",0.010952
"1885",0.010952
"1886",0.010954
"1887",0.010959
"1888",0.010963
"1889",0.010965
"1890",0.010968
"1891",0.01097
"1892",0.010971
"1893",0.010972
"1894",0.010976
"1895",0.01098
"1896",0.010982
"1897",0.010992
"1898",0.010997
"1899",0.011005
"1900",0.011009
"1901",0.011019
"1902",0.011023
"1903",0.011025
"1904",0.01103
"1905",0.011032
"1906",0.011033
"1907",0.011037
"1908",0.011042
"1909",0.011042
"1910",0.011048
"1911",0.011051
"1912",0.011055
"1913",0.011059
"1914",0.011073
"1915",0.011074
"1916",0.011084
"1917",0.011086
"1918",0.011092
"1919",0.011094
"1920",0.011097
"1921",0.0111
"1922",0.011111
"1923",0.011112
"1924",0.011113
"1925",0.011115
"1926",0.011118
"1927",0.011123
"1928",0.011126
"1929",0.011127
"1930",0.011135
"1931",0.01114
"1932",0.011159
"1933",0.011176
"1934",0.011178
"1935",0.011199
"1936",0.011199
"1937",0.011203
"1938",0.011208
"1939",0.011213
"1940",0.011217
"1941",0.011218
"1942",0.011221
"1943",0.011231
"1944",0.011231
"1945",0.011234
"1946",0.011241
"1947",0.011257
"1948",0.011265
"1949",0.011275
"1950",0.01128
"1951",0.011285
"1952",0.011285
"1953",0.011287
"1954",0.011288
"1955",0.011292
"1956",0.011298
"1957",0.011302
"1958",0.011309
"1959",0.01131
"1960",0.011311
"1961",0.011313
"1962",0.011321
"1963",0.011327
"1964",0.011337
"1965",0.011338
"1966",0.011349
"1967",0.011352
"1968",0.011357
"1969",0.011363
"1970",0.011368
"1971",0.011369
"1972",0.01137
"1973",0.011376
"1974",0.01138
"1975",0.011386
"1976",0.011393
"1977",0.011396
"1978",0.011415
"1979",0.011423
"1980",0.011425
"1981",0.011429
"1982",0.01143
"1983",0.011441
"1984",0.011441
"1985",0.011443
"1986",0.011447
"1987",0.01145
"1988",0.011453
"1989",0.011463
"1990",0.011466
"1991",0.011468
"1992",0.011476
"1993",0.011485
"1994",0.011497
"1995",0.011499
"1996",0.011523
"1997",0.011547
"1998",0.011556
"1999",0.011558
"2000",0.011562
"2001",0.011579
"2002",0.011582
"2003",0.011586
"2004",0.011587
"2005",0.011593
"2006",0.011605
"2007",0.011616
"2008",0.011617
"2009",0.011619
"2010",0.01162
"2011",0.011622
"2012",0.011628
"2013",0.011632
"2014",0.011641
"2015",0.011655
"2016",0.011659
"2017",0.01167
"2018",0.011671
"2019",0.011681
"2020",0.011681
"2021",0.011683
"2022",0.011684
"2023",0.011687
"2024",0.011687
"2025",0.011691
"2026",0.011695
"2027",0.011695
"2028",0.011696
"2029",0.0117
"2030",0.011701
"2031",0.011702
"2032",0.011703
"2033",0.011708
"2034",0.011719
"2035",0.011724
"2036",0.011732
"2037",0.011733
"2038",0.011733
"2039",0.011736
"2040",0.011753
"2041",0.011754
"2042",0.011757
"2043",0.011759
"2044",0.011761
"2045",0.011762
"2046",0.011778
"2047",0.011782
"2048",0.011785
"2049",0.011789
"2050",0.011797
"2051",0.011805
"2052",0.01181
"2053",0.011811
"2054",0.011819
"2055",0.01182
"2056",0.011823
"2057",0.011831
"2058",0.01186
"2059",0.011862
"2060",0.011863
"2061",0.011867
"2062",0.011876
"2063",0.011884
"2064",0.011886
"2065",0.011894
"2066",0.011895
"2067",0.011904
"2068",0.011919
"2069",0.011922
"2070",0.011923
"2071",0.011925
"2072",0.011938
"2073",0.011941
"2074",0.011948
"2075",0.011954
"2076",0.011961
"2077",0.011962
"2078",0.011963
"2079",0.011966
"2080",0.011971
"2081",0.011986
"2082",0.011991
"2083",0.011991
"2084",0.011992
"2085",0.011995
"2086",0.011997
"2087",0.011998
"2088",0.012003
"2089",0.01201
"2090",0.012017
"2091",0.01202
"2092",0.01202
"2093",0.012021
"2094",0.012039
"2095",0.012046
"2096",0.012048
"2097",0.012056
"2098",0.012061
"2099",0.012062
"2100",0.012068
"2101",0.012068
"2102",0.012069
"2103",0.012074
"2104",0.012076
"2105",0.012079
"2106",0.01208
"2107",0.012085
"2108",0.012088
"2109",0.012094
"2110",0.012098
"2111",0.012098
"2112",0.0121
"2113",0.012102
"2114",0.012103
"2115",0.012108
"2116",0.012108
"2117",0.012109
"2118",0.012118
"2119",0.012123
"2120",0.012125
"2121",0.012134
"2122",0.012135
"2123",0.012136
"2124",0.012137
"2125",0.012138
"2126",0.012141
"2127",0.012163
"2128",0.012167
"2129",0.012169
"2130",0.012178
"2131",0.012187
"2132",0.012204
"2133",0.012207
"2134",0.012218
"2135",0.012225
"2136",0.012233
"2137",0.012233
"2138",0.012234
"2139",0.012243
"2140",0.012243
"2141",0.012244
"2142",0.012246
"2143",0.012254
"2144",0.012257
"2145",0.012262
"2146",0.012262
"2147",0.012262
"2148",0.012265
"2149",0.012278
"2150",0.012279
"2151",0.012279
"2152",0.012279
"2153",0.01231
"2154",0.012322
"2155",0.012335
"2156",0.012339
"2157",0.01234
"2158",0.012344
"2159",0.012345
"2160",0.012346
"2161",0.012347
"2162",0.012358
"2163",0.01236
"2164",0.012364
"2165",0.01237
"2166",0.012375
"2167",0.012377
"2168",0.012379
"2169",0.012399
"2170",0.0124
"2171",0.012407
"2172",0.012418
"2173",0.012419
"2174",0.01243
"2175",0.012434
"2176",0.012437
"2177",0.012442
"2178",0.012463
"2179",0.012464
"2180",0.012471
"2181",0.012474
"2182",0.012474
"2183",0.012478
"2184",0.012484
"2185",0.012489
"2186",0.012493
"2187",0.012494
"2188",0.012503
"2189",0.012504
"2190",0.012509
"2191",0.012512
"2192",0.012518
"2193",0.012525
"2194",0.012529
"2195",0.012531
"2196",0.012539
"2197",0.01254
"2198",0.012552
"2199",0.012561
"2200",0.012565
"2201",0.012572
"2202",0.012578
"2203",0.012593
"2204",0.012593
"2205",0.012594
"2206",0.012595
"2207",0.012603
"2208",0.012607
"2209",0.012608
"2210",0.012609
"2211",0.012626
"2212",0.012646
"2213",0.012648
"2214",0.012649
"2215",0.01265
"2216",0.012651
"2217",0.012658
"2218",0.012662
"2219",0.012664
"2220",0.012665
"2221",0.012678
"2222",0.012707
"2223",0.012717
"2224",0.012721
"2225",0.012723
"2226",0.012731
"2227",0.012741
"2228",0.012748
"2229",0.012755
"2230",0.012768
"2231",0.012771
"2232",0.012773
"2233",0.01279
"2234",0.012797
"2235",0.012798
"2236",0.0128
"2237",0.012812
"2238",0.012823
"2239",0.012824
"2240",0.012826
"2241",0.012846
"2242",0.012853
"2243",0.012854
"2244",0.012857
"2245",0.012864
"2246",0.012878
"2247",0.012879
"2248",0.012889
"2249",0.012895
"2250",0.0129
"2251",0.012906
"2252",0.012916
"2253",0.012922
"2254",0.012922
"2255",0.012923
"2256",0.012924
"2257",0.012926
"2258",0.012927
"2259",0.012943
"2260",0.012945
"2261",0.012952
"2262",0.012953
"2263",0.01296
"2264",0.012965
"2265",0.012985
"2266",0.012989
"2267",0.013004
"2268",0.013019
"2269",0.01305
"2270",0.013051
"2271",0.013055
"2272",0.013058
"2273",0.013063
"2274",0.013069
"2275",0.013077
"2276",0.013084
"2277",0.01309
"2278",0.013114
"2279",0.013122
"2280",0.013133
"2281",0.013135
"2282",0.013141
"2283",0.013143
"2284",0.013144
"2285",0.013154
"2286",0.013156
"2287",0.013159
"2288",0.013161
"2289",0.013172
"2290",0.013172
"2291",0.013185
"2292",0.013189
"2293",0.013195
"2294",0.013198
"2295",0.013201
"2296",0.013216
"2297",0.013228
"2298",0.013234
"2299",0.013242
"2300",0.013244
"2301",0.013244
"2302",0.013245
"2303",0.013246
"2304",0.013246
"2305",0.013251
"2306",0.013251
"2307",0.013253
"2308",0.013253
"2309",0.013258
"2310",0.013266
"2311",0.013266
"2312",0.013269
"2313",0.013273
"2314",0.013285
"2315",0.013287
"2316",0.013289
"2317",0.013291
"2318",0.013294
"2319",0.013295
"2320",0.0133
"2321",0.013311
"2322",0.013319
"2323",0.013332
"2324",0.013339
"2325",0.013341
"2326",0.013342
"2327",0.013353
"2328",0.013354
"2329",0.013356
"2330",0.013361
"2331",0.013369
"2332",0.013375
"2333",0.013377
"2334",0.013384
"2335",0.013401
"2336",0.013406
"2337",0.013425
"2338",0.013425
"2339",0.013434
"2340",0.01344
"2341",0.01344
"2342",0.013447
"2343",0.013448
"2344",0.013451
"2345",0.013458
"2346",0.01346
"2347",0.013463
"2348",0.013468
"2349",0.013474
"2350",0.013474
"2351",0.013476
"2352",0.013485
"2353",0.013487
"2354",0.013489
"2355",0.013497
"2356",0.013497
"2357",0.013497
"2358",0.013499
"2359",0.013499
"2360",0.013502
"2361",0.013512
"2362",0.013519
"2363",0.013536
"2364",0.013541
"2365",0.013548
"2366",0.01355
"2367",0.013552
"2368",0.013571
"2369",0.013589
"2370",0.013589
"2371",0.013592
"2372",0.013614
"2373",0.013618
"2374",0.013626
"2375",0.013628
"2376",0.013658
"2377",0.013661
"2378",0.013668
"2379",0.013669
"2380",0.01367
"2381",0.013672
"2382",0.013673
"2383",0.013687
"2384",0.01369
"2385",0.013695
"2386",0.013704
"2387",0.013719
"2388",0.013735
"2389",0.013747
"2390",0.013766
"2391",0.013767
"2392",0.013776
"2393",0.013778
"2394",0.01378
"2395",0.013787
"2396",0.013795
"2397",0.013807
"2398",0.013815
"2399",0.013816
"2400",0.013818
"2401",0.013824
"2402",0.013832
"2403",0.013833
"2404",0.013836
"2405",0.013843
"2406",0.013852
"2407",0.013853
"2408",0.013854
"2409",0.013858
"2410",0.013868
"2411",0.013875
"2412",0.013893
"2413",0.013904
"2414",0.013907
"2415",0.013923
"2416",0.013924
"2417",0.013926
"2418",0.013936
"2419",0.013942
"2420",0.013946
"2421",0.013953
"2422",0.013976
"2423",0.013977
"2424",0.013978
"2425",0.013987
"2426",0.013996
"2427",0.014012
"2428",0.014016
"2429",0.014018
"2430",0.014032
"2431",0.014061
"2432",0.014063
"2433",0.014066
"2434",0.014074
"2435",0.014076
"2436",0.014078
"2437",0.014091
"2438",0.014106
"2439",0.014126
"2440",0.014128
"2441",0.014129
"2442",0.014135
"2443",0.014139
"2444",0.014157
"2445",0.014158
"2446",0.01416
"2447",0.014173
"2448",0.014176
"2449",0.014181
"2450",0.014185
"2451",0.014196
"2452",0.01421
"2453",0.01421
"2454",0.014211
"2455",0.014219
"2456",0.014246
"2457",0.014246
"2458",0.01425
"2459",0.014259
"2460",0.014265
"2461",0.014269
"2462",0.014278
"2463",0.01428
"2464",0.014283
"2465",0.014293
"2466",0.0143
"2467",0.014304
"2468",0.014308
"2469",0.014311
"2470",0.014326
"2471",0.014334
"2472",0.014337
"2473",0.014343
"2474",0.014343
"2475",0.014359
"2476",0.014362
"2477",0.01438
"2478",0.014393
"2479",0.014396
"2480",0.014398
"2481",0.0144
"2482",0.014407
"2483",0.014411
"2484",0.014413
"2485",0.014417
"2486",0.014417
"2487",0.014426
"2488",0.01445
"2489",0.014453
"2490",0.014468
"2491",0.014475
"2492",0.014486
"2493",0.014487
"2494",0.014493
"2495",0.014515
"2496",0.014516
"2497",0.014521
"2498",0.014522
"2499",0.014523
"2500",0.014555
"2501",0.014563
"2502",0.014567
"2503",0.014582
"2504",0.014593
"2505",0.014596
"2506",0.014599
"2507",0.014599
"2508",0.014602
"2509",0.014603
"2510",0.014606
"2511",0.014615
"2512",0.014619
"2513",0.01462
"2514",0.014634
"2515",0.014638
"2516",0.014679
"2517",0.014682
"2518",0.014697
"2519",0.014705
"2520",0.014705
"2521",0.014705
"2522",0.014711
"2523",0.01472
"2524",0.014731
"2525",0.014732
"2526",0.014733
"2527",0.014735
"2528",0.01474
"2529",0.014743
"2530",0.014749
"2531",0.014759
"2532",0.014764
"2533",0.014777
"2534",0.014785
"2535",0.014792
"2536",0.014804
"2537",0.014812
"2538",0.014813
"2539",0.014821
"2540",0.014832
"2541",0.014834
"2542",0.014834
"2543",0.014839
"2544",0.014852
"2545",0.014867
"2546",0.014875
"2547",0.014898
"2548",0.014908
"2549",0.014912
"2550",0.014918
"2551",0.014922
"2552",0.014923
"2553",0.014934
"2554",0.014944
"2555",0.014971
"2556",0.014975
"2557",0.014994
"2558",0.015006
"2559",0.015053
"2560",0.015057
"2561",0.01506
"2562",0.015063
"2563",0.015072
"2564",0.015081
"2565",0.015114
"2566",0.015134
"2567",0.015144
"2568",0.01516
"2569",0.015165
"2570",0.015172
"2571",0.015174
"2572",0.015177
"2573",0.015192
"2574",0.015196
"2575",0.015202
"2576",0.015203
"2577",0.015213
"2578",0.015224
"2579",0.01523
"2580",0.015237
"2581",0.01524
"2582",0.01525
"2583",0.015256
"2584",0.015263
"2585",0.015267
"2586",0.015268
"2587",0.015277
"2588",0.01528
"2589",0.015287
"2590",0.015289
"2591",0.015294
"2592",0.015305
"2593",0.015306
"2594",0.01531
"2595",0.015317
"2596",0.015317
"2597",0.015326
"2598",0.015327
"2599",0.015348
"2600",0.015357
"2601",0.015358
"2602",0.01536
"2603",0.015362
"2604",0.015365
"2605",0.015372
"2606",0.015384
"2607",0.015394
"2608",0.015396
"2609",0.015401
"2610",0.015404
"2611",0.015406
"2612",0.015411
"2613",0.015423
"2614",0.015426
"2615",0.015434
"2616",0.015436
"2617",0.015445
"2618",0.015447
"2619",0.015452
"2620",0.015455
"2621",0.01546
"2622",0.015462
"2623",0.015462
"2624",0.015465
"2625",0.015465
"2626",0.015466
"2627",0.015479
"2628",0.015482
"2629",0.015495
"2630",0.015501
"2631",0.01551
"2632",0.015519
"2633",0.015525
"2634",0.015534
"2635",0.01554
"2636",0.015546
"2637",0.01555
"2638",0.015557
"2639",0.015565
"2640",0.015576
"2641",0.015581
"2642",0.015585
"2643",0.015598
"2644",0.015608
"2645",0.015609
"2646",0.015613
"2647",0.01562
"2648",0.015631
"2649",0.015635
"2650",0.015649
"2651",0.015652
"2652",0.015672
"2653",0.015673
"2654",0.015679
"2655",0.015683
"2656",0.015684
"2657",0.015698
"2658",0.015698
"2659",0.015708
"2660",0.015714
"2661",0.015722
"2662",0.015745
"2663",0.015749
"2664",0.015749
"2665",0.015774
"2666",0.015778
"2667",0.01578
"2668",0.015792
"2669",0.015809
"2670",0.015809
"2671",0.015811
"2672",0.015818
"2673",0.015828
"2674",0.015844
"2675",0.015852
"2676",0.015869
"2677",0.015871
"2678",0.015896
"2679",0.015902
"2680",0.015917
"2681",0.015917
"2682",0.015922
"2683",0.015925
"2684",0.015925
"2685",0.015933
"2686",0.015943
"2687",0.015971
"2688",0.015978
"2689",0.015989
"2690",0.015991
"2691",0.01601
"2692",0.016012
"2693",0.016022
"2694",0.016025
"2695",0.016025
"2696",0.016042
"2697",0.016044
"2698",0.01605
"2699",0.016054
"2700",0.016055
"2701",0.016062
"2702",0.016062
"2703",0.016064
"2704",0.01607
"2705",0.01608
"2706",0.016086
"2707",0.016086
"2708",0.016089
"2709",0.016091
"2710",0.016104
"2711",0.016128
"2712",0.016132
"2713",0.016163
"2714",0.016168
"2715",0.016171
"2716",0.016171
"2717",0.016177
"2718",0.016185
"2719",0.016189
"2720",0.016194
"2721",0.016194
"2722",0.016204
"2723",0.01621
"2724",0.016222
"2725",0.016226
"2726",0.01624
"2727",0.016243
"2728",0.016246
"2729",0.016254
"2730",0.016263
"2731",0.016266
"2732",0.016272
"2733",0.01629
"2734",0.016294
"2735",0.016294
"2736",0.016296
"2737",0.016297
"2738",0.0163
"2739",0.016304
"2740",0.016307
"2741",0.01631
"2742",0.01631
"2743",0.016311
"2744",0.016319
"2745",0.016326
"2746",0.016328
"2747",0.016336
"2748",0.01634
"2749",0.016343
"2750",0.016345
"2751",0.016347
"2752",0.016348
"2753",0.016357
"2754",0.016358
"2755",0.016358
"2756",0.016373
"2757",0.016379
"2758",0.016396
"2759",0.016407
"2760",0.016414
"2761",0.016428
"2762",0.016435
"2763",0.016437
"2764",0.016438
"2765",0.016441
"2766",0.016462
"2767",0.016466
"2768",0.016466
"2769",0.016481
"2770",0.01649
"2771",0.016492
"2772",0.016504
"2773",0.016506
"2774",0.016507
"2775",0.016518
"2776",0.016525
"2777",0.016537
"2778",0.016539
"2779",0.016542
"2780",0.016547
"2781",0.016549
"2782",0.016552
"2783",0.016554
"2784",0.016557
"2785",0.016576
"2786",0.016578
"2787",0.016596
"2788",0.016597
"2789",0.0166
"2790",0.016601
"2791",0.016613
"2792",0.016625
"2793",0.016626
"2794",0.016639
"2795",0.016644
"2796",0.016658
"2797",0.016671
"2798",0.016674
"2799",0.016676
"2800",0.016676
"2801",0.016686
"2802",0.016707
"2803",0.016713
"2804",0.016735
"2805",0.01674
"2806",0.016742
"2807",0.016749
"2808",0.016767
"2809",0.01677
"2810",0.016783
"2811",0.016788
"2812",0.016804
"2813",0.016816
"2814",0.01682
"2815",0.016828
"2816",0.016829
"2817",0.016857
"2818",0.016871
"2819",0.016875
"2820",0.016878
"2821",0.016895
"2822",0.016927
"2823",0.016932
"2824",0.016936
"2825",0.016938
"2826",0.016943
"2827",0.016944
"2828",0.016954
"2829",0.016966
"2830",0.016968
"2831",0.016981
"2832",0.016981
"2833",0.016987
"2834",0.016993
"2835",0.016993
"2836",0.016997
"2837",0.017002
"2838",0.017009
"2839",0.017011
"2840",0.017023
"2841",0.017025
"2842",0.017026
"2843",0.017032
"2844",0.017042
"2845",0.017047
"2846",0.017074
"2847",0.017076
"2848",0.017089
"2849",0.017096
"2850",0.017098
"2851",0.017099
"2852",0.017104
"2853",0.017126
"2854",0.017129
"2855",0.017133
"2856",0.017133
"2857",0.017149
"2858",0.01715
"2859",0.017174
"2860",0.017185
"2861",0.017199
"2862",0.017209
"2863",0.017224
"2864",0.017227
"2865",0.017294
"2866",0.017309
"2867",0.01733
"2868",0.017337
"2869",0.01734
"2870",0.017352
"2871",0.017354
"2872",0.017383
"2873",0.017392
"2874",0.017393
"2875",0.017405
"2876",0.017423
"2877",0.017438
"2878",0.017443
"2879",0.017446
"2880",0.017446
"2881",0.017452
"2882",0.017458
"2883",0.017464
"2884",0.01747
"2885",0.017479
"2886",0.017498
"2887",0.0175
"2888",0.017503
"2889",0.017505
"2890",0.017506
"2891",0.017512
"2892",0.017513
"2893",0.017521
"2894",0.017536
"2895",0.017537
"2896",0.017538
"2897",0.017541
"2898",0.017557
"2899",0.017559
"2900",0.017565
"2901",0.017569
"2902",0.017587
"2903",0.017588
"2904",0.017588
"2905",0.017601
"2906",0.017606
"2907",0.017613
"2908",0.017633
"2909",0.017633
"2910",0.017638
"2911",0.017674
"2912",0.017699
"2913",0.0177
"2914",0.017719
"2915",0.01772
"2916",0.01772
"2917",0.017727
"2918",0.017742
"2919",0.017777
"2920",0.017782
"2921",0.017784
"2922",0.017788
"2923",0.017789
"2924",0.017795
"2925",0.017807
"2926",0.017813
"2927",0.017814
"2928",0.01784
"2929",0.017845
"2930",0.01785
"2931",0.017852
"2932",0.01789
"2933",0.017916
"2934",0.017925
"2935",0.017942
"2936",0.017943
"2937",0.017964
"2938",0.017968
"2939",0.017969
"2940",0.017978
"2941",0.017987
"2942",0.018002
"2943",0.018005
"2944",0.018008
"2945",0.018009
"2946",0.018034
"2947",0.018047
"2948",0.018065
"2949",0.018078
"2950",0.018089
"2951",0.018093
"2952",0.018107
"2953",0.018111
"2954",0.018124
"2955",0.018142
"2956",0.018147
"2957",0.018156
"2958",0.01818
"2959",0.0182
"2960",0.018201
"2961",0.018212
"2962",0.018247
"2963",0.018249
"2964",0.018269
"2965",0.018273
"2966",0.018298
"2967",0.018317
"2968",0.018334
"2969",0.018342
"2970",0.018359
"2971",0.018374
"2972",0.01841
"2973",0.018411
"2974",0.018415
"2975",0.018426
"2976",0.018436
"2977",0.01844
"2978",0.018441
"2979",0.018442
"2980",0.018445
"2981",0.018446
"2982",0.018449
"2983",0.018453
"2984",0.018463
"2985",0.018469
"2986",0.018473
"2987",0.018477
"2988",0.018485
"2989",0.018488
"2990",0.01849
"2991",0.018563
"2992",0.018569
"2993",0.018575
"2994",0.018589
"2995",0.0186
"2996",0.018611
"2997",0.018614
"2998",0.018616
"2999",0.018627
"3000",0.018642
"3001",0.018643
"3002",0.018646
"3003",0.018665
"3004",0.018671
"3005",0.018674
"3006",0.018677
"3007",0.018682
"3008",0.018737
"3009",0.018742
"3010",0.018759
"3011",0.018765
"3012",0.018766
"3013",0.018786
"3014",0.01886
"3015",0.018871
"3016",0.018878
"3017",0.018884
"3018",0.018889
"3019",0.018894
"3020",0.018894
"3021",0.018896
"3022",0.018909
"3023",0.018911
"3024",0.018912
"3025",0.018935
"3026",0.018938
"3027",0.018943
"3028",0.019013
"3029",0.019018
"3030",0.019021
"3031",0.019026
"3032",0.019032
"3033",0.019038
"3034",0.019052
"3035",0.019063
"3036",0.019069
"3037",0.019075
"3038",0.01908
"3039",0.019081
"3040",0.019095
"3041",0.019104
"3042",0.019129
"3043",0.019132
"3044",0.019134
"3045",0.019143
"3046",0.019151
"3047",0.019156
"3048",0.01916
"3049",0.019179
"3050",0.019212
"3051",0.019225
"3052",0.019236
"3053",0.019266
"3054",0.019267
"3055",0.019267
"3056",0.019275
"3057",0.019276
"3058",0.019287
"3059",0.019303
"3060",0.01936
"3061",0.019385
"3062",0.019416
"3063",0.019419
"3064",0.019427
"3065",0.019464
"3066",0.019466
"3067",0.019481
"3068",0.019484
"3069",0.019495
"3070",0.019496
"3071",0.019498
"3072",0.019498
"3073",0.0195
"3074",0.019507
"3075",0.019508
"3076",0.019513
"3077",0.019539
"3078",0.019572
"3079",0.019612
"3080",0.01962
"3081",0.019653
"3082",0.019659
"3083",0.019665
"3084",0.019668
"3085",0.019689
"3086",0.01969
"3087",0.019701
"3088",0.019716
"3089",0.019724
"3090",0.019734
"3091",0.019743
"3092",0.019761
"3093",0.019792
"3094",0.019805
"3095",0.019813
"3096",0.01983
"3097",0.019837
"3098",0.019846
"3099",0.019885
"3100",0.019889
"3101",0.019894
"3102",0.019941
"3103",0.019942
"3104",0.019944
"3105",0.019978
"3106",0.019987
"3107",0.020015
"3108",0.020017
"3109",0.020019
"3110",0.02002
"3111",0.020079
"3112",0.020083
"3113",0.020091
"3114",0.020095
"3115",0.020096
"3116",0.020104
"3117",0.020104
"3118",0.020107
"3119",0.020112
"3120",0.020117
"3121",0.020117
"3122",0.020128
"3123",0.020155
"3124",0.020156
"3125",0.020157
"3126",0.020164
"3127",0.020186
"3128",0.02019
"3129",0.020205
"3130",0.020208
"3131",0.020231
"3132",0.020238
"3133",0.020253
"3134",0.020261
"3135",0.020263
"3136",0.02027
"3137",0.020314
"3138",0.020322
"3139",0.020328
"3140",0.02035
"3141",0.020355
"3142",0.02036
"3143",0.020394
"3144",0.020401
"3145",0.020402
"3146",0.020426
"3147",0.020438
"3148",0.020481
"3149",0.020492
"3150",0.020499
"3151",0.020505
"3152",0.020509
"3153",0.020516
"3154",0.020522
"3155",0.020529
"3156",0.020532
"3157",0.020534
"3158",0.020548
"3159",0.020567
"3160",0.020616
"3161",0.020617
"3162",0.020625
"3163",0.020631
"3164",0.020677
"3165",0.02069
"3166",0.020717
"3167",0.020744
"3168",0.020753
"3169",0.020755
"3170",0.02076
"3171",0.020797
"3172",0.020831
"3173",0.020865
"3174",0.020871
"3175",0.020877
"3176",0.020884
"3177",0.020885
"3178",0.020908
"3179",0.020911
"3180",0.020917
"3181",0.02093
"3182",0.02093
"3183",0.020934
"3184",0.020936
"3185",0.020955
"3186",0.020965
"3187",0.020996
"3188",0.020997
"3189",0.021045
"3190",0.021101
"3191",0.021166
"3192",0.021169
"3193",0.021204
"3194",0.021212
"3195",0.021233
"3196",0.02125
"3197",0.021287
"3198",0.021292
"3199",0.021294
"3200",0.0213
"3201",0.021301
"3202",0.021301
"3203",0.021314
"3204",0.021332
"3205",0.021334
"3206",0.021344
"3207",0.021357
"3208",0.021376
"3209",0.021386
"3210",0.021392
"3211",0.021405
"3212",0.021411
"3213",0.021421
"3214",0.021469
"3215",0.021471
"3216",0.02148
"3217",0.021507
"3218",0.021508
"3219",0.021509
"3220",0.021532
